Updated On,State,Total Individuals Vaccinated,Total Sessions Conducted,Total Sites ,First Dose Administered,Second Dose Administered,Male(Individuals Vaccinated),Female(Individuals Vaccinated),Total Covaxin Administered,Total CoviShield Administered,18-45 years (Age),45-60 years (Age),60+ years (Age),Total Doses Administered
11-02-2021,Dadra and Nagar Haveli and Daman and Diu,3672,200,49,3672,0,1691,1981,0,3672,,,,3672
12-02-2021,Dadra and Nagar Haveli and Daman and Diu,3931,222,49,3931,0,1817,2114,0,3931,,,,3931
13-02-2021,Dadra and Nagar Haveli and Daman and Diu,4060,249,49,4060,71,1878,2182,0,4060,,,,4131
14-02-2021,Dadra and Nagar Haveli and Daman and Diu,4060,249,49,4060,71,1878,2182,0,4060,,,,4131
15-02-2021,Dadra and Nagar Haveli and Daman and Diu,4347,269,49,4347,78,2042,2305,0,4347,,,,4425
16-02-2021,Dadra and Nagar Haveli and Daman and Diu,4590,303,49,4590,164,2161,2429,0,4590,,,,4754
17-02-2021,Dadra and Nagar Haveli and Daman and Diu,5295,334,50,5295,188,2615,2680,0,5295,,,,5483
18-02-2021,Dadra and Nagar Haveli and Daman and Diu,5569,356,50,5569,207,2865,2704,0,5569,,,,5776
19-02-2021,Dadra and Nagar Haveli and Daman and Diu,6174,378,50,6174,330,3215,2959,0,6174,,,,6504
20-02-2021,Dadra and Nagar Haveli and Daman and Diu,6376,406,50,6376,465,3353,3023,0,6376,,,,6841
21-02-2021,Dadra and Nagar Haveli and Daman and Diu,6376,406,50,6376,465,3353,3023,0,6376,,,,6841
22-02-2021,Dadra and Nagar Haveli and Daman and Diu,6488,434,50,6488,515,3426,3062,0,6488,,,,7003
23-02-2021,Dadra and Nagar Haveli and Daman and Diu,6539,436,50,6539,522,3461,3078,0,6539,,,,7061
24-02-2021,Dadra and Nagar Haveli and Daman and Diu,6609,469,50,6609,526,3503,3106,0,6609,,,,7135
25-02-2021,Dadra and Nagar Haveli and Daman and Diu,7077,497,51,7077,598,3810,3267,0,7077,,,,7675
26-02-2021,Dadra and Nagar Haveli and Daman and Diu,7304,497,51,7304,674,3984,3320,0,7304,,,,7978
27-02-2021,Dadra and Nagar Haveli and Daman and Diu,7304,497,51,7304,674,3984,3320,0,7304,,,,7978
28-02-2021,Dadra and Nagar Haveli and Daman and Diu,7304,543,58,7304,674,3984,3320,0,7304,,,,7978
01-03-2021,Dadra and Nagar Haveli and Daman and Diu,7304,768,86,7304,674,3984,3320,0,7304,,,,7978
02-03-2021,Dadra and Nagar Haveli and Daman and Diu,8469,807,86,8469,964,4596,3873,0,8469,,,,9433
03-03-2021,Dadra and Nagar Haveli and Daman and Diu,7077,497,51,7077,598,3810,3267,0,7077,,,,7675
04-03-2021,Dadra and Nagar Haveli and Daman and Diu,7304,497,51,7304,674,3984,3320,0,7304,,,,7978
05-03-2021,Dadra and Nagar Haveli and Daman and Diu,7304,497,51,7304,674,3984,3320,0,7304,,,,7978
06-03-2021,Dadra and Nagar Haveli and Daman and Diu,11246,1804,90,11246,1884,5914,5332,0,11246,,,,13130
07-03-2021,Dadra and Nagar Haveli and Daman and Diu,11254,1808,90,11254,1884,5922,5332,0,11254,,,,13138
08-03-2021,Dadra and Nagar Haveli and Daman and Diu,11841,1816,91,11841,2017,6224,5617,0,11841,,,,13858
09-03-2021,Dadra and Nagar Haveli and Daman and Diu,12668,3200,31,10402,2266,6637,6031,0,12668,,,,12668
10-03-2021,Dadra and Nagar Haveli and Daman and Diu,13669,2000,20,11023,2646,7176,6493,0,13669,,,,13669
11-03-2021,Dadra and Nagar Haveli and Daman and Diu,13669,0,0,11023,2646,7176,6493,0,13669,,,,13669
12-03-2021,Dadra and Nagar Haveli and Daman and Diu,14781,4300,43,11749,3032,7738,7043,0,14781,,,,14781
13-03-2021,Dadra and Nagar Haveli and Daman and Diu,15595,4150,41,12345,3250,8102,7493,0,15595,,,,15595
14-03-2021,Dadra and Nagar Haveli and Daman and Diu,15595,0,0,12345,3250,8102,7493,0,15595,,,,15595
15-03-2021,Dadra and Nagar Haveli and Daman and Diu,16581,3800,38,13044,3537,8554,8027,0,16581,,,,16581
16-03-2021,Dadra and Nagar Haveli and Daman and Diu,15828,4500,45,15828,3669,8135,7693,0,19497,6074,4164,5579,19497
17-03-2021,Dadra and Nagar Haveli and Daman and Diu,17143,2600,26,17143,3894,8851,8292,0,21037,6087,4499,6546,21037
18-03-2021,Dadra and Nagar Haveli and Daman and Diu,17573,3800,38,17573,4122,9063,8510,0,21695,6122,4629,6811,21695
19-03-2021,Dadra and Nagar Haveli and Daman and Diu,18481,4900,49,18481,4408,9526,8955,0,22889,6147,4877,7446,22889
20-03-2021,Dadra and Nagar Haveli and Daman and Diu,19170,1600,16,19170,4612,9898,9272,0,23782,6338,5081,7740,23782
21-03-2021,Dadra and Nagar Haveli and Daman and Diu,19218,200,2,19218,4622,9921,9297,0,23840,6359,5095,7753,23840
22-03-2021,Dadra and Nagar Haveli and Daman and Diu,19992,5300,53,19992,4708,10328,9664,0,24700,6390,5332,8259,24700
23-03-2021,Dadra and Nagar Haveli and Daman and Diu,21322,2500,25,21322,4919,11008,10314,0,26241,6457,5774,9080,26241
24-03-2021,Dadra and Nagar Haveli and Daman and Diu,21779,4200,42,21779,5044,11274,10505,0,26823,6490,5955,9323,26823
25-03-2021,Dadra and Nagar Haveli and Daman and Diu,22593,4800,48,22593,5226,11715,10878,0,27819,6523,6328,9731,27819
26-03-2021,Dadra and Nagar Haveli and Daman and Diu,23111,1800,18,23111,5308,12018,11093,0,28419,6590,6610,9900,28419
27-03-2021,Dadra and Nagar Haveli and Daman and Diu,23138,4000,40,23138,5309,12031,11107,0,28447,6590,6629,9908,28447
28-03-2021,Dadra and Nagar Haveli and Daman and Diu,23148,3600,33,23148,5309,12038,11110,0,28457,6590,6638,9909,28457
29-03-2021,Dadra and Nagar Haveli and Daman and Diu,23794,5800,54,23794,5555,12315,11479,0,29349,6684,6899,10200,29349
30-03-2021,Dadra and Nagar Haveli and Daman and Diu,24471,5100,49,24471,5727,12683,11788,0,30198,6807,7177,10476,30198
31-03-2021,Dadra and Nagar Haveli and Daman and Diu,27071,6250,57,27071,5919,14326,12745,0,32990,6937,9254,10869,32990
01-04-2021,Dadra and Nagar Haveli and Daman and Diu,30937,4450,39,30937,6200,16908,14029,0,37137,7084,12431,11412,37137
02-04-2021,Dadra and Nagar Haveli and Daman and Diu,34424,6900,52,34424,6518,19261,15163,0,40942,7222,15212,11980,40942
03-04-2021,Dadra and Nagar Haveli and Daman and Diu,37495,6850,62,37495,6722,21173,16322,0,44217,7326,17733,12426,44217
04-04-2021,Dadra and Nagar Haveli and Daman and Diu,40921,7900,70,40921,7132,23368,17553,0,48053,7334,20561,13016,48053
05-04-2021,Dadra and Nagar Haveli and Daman and Diu,43184,7300,69,43184,7331,24851,18333,0,50515,7338,22470,13366,50515
06-04-2021,Dadra and Nagar Haveli and Daman and Diu,48313,6950,67,48313,7716,28194,20119,0,56029,7342,26855,14106,56029
07-04-2021,Dadra and Nagar Haveli and Daman and Diu,52156,7750,70,52156,8136,30681,21475,0,60292,7358,30038,14750,60292
08-04-2021,Dadra and Nagar Haveli and Daman and Diu,55718,6950,69,55718,8442,33023,22695,0,64160,7409,32931,15368,64160
09-04-2021,Dadra and Nagar Haveli and Daman and Diu,59130,7100,71,59130,8778,34983,24146,0,67908,7504,35676,15940,67908
10-04-2021,Dadra and Nagar Haveli and Daman and Diu,61498,7350,73,61498,9025,36272,25224,0,70523,7516,37444,16528,70523
11-04-2021,Dadra and Nagar Haveli and Daman and Diu,64703,7600,76,64703,9407,38111,26590,0,74110,7894,39742,17057,74110
12-04-2021,Dadra and Nagar Haveli and Daman and Diu,66367,7300,73,66367,9697,39159,27206,0,76064,7970,40986,17401,76064
13-04-2021,Dadra and Nagar Haveli and Daman and Diu,67859,6900,69,67859,10001,40078,27778,0,77860,8020,42129,17700,77860
14-04-2021,Dadra and Nagar Haveli and Daman and Diu,69063,7200,70,69063,10376,40813,28247,0,79439,8188,42988,17877,79439
15-04-2021,Dadra and Nagar Haveli and Daman and Diu,70628,6600,66,70628,10848,41857,28768,0,81476,8532,44001,18085,81476
16-04-2021,Dadra and Nagar Haveli and Daman and Diu,71964,6400,63,71964,11179,42794,29167,0,83143,8819,44926,18209,83143
17-04-2021,Dadra and Nagar Haveli and Daman and Diu,72365,6600,66,72365,11314,43073,29289,0,83679,8859,45218,18278,83679
18-04-2021,Dadra and Nagar Haveli and Daman and Diu,73240,7000,70,73240,11705,43691,29546,0,84945,8998,45829,18403,84945
19-04-2021,Dadra and Nagar Haveli and Daman and Diu,74293,6600,66,74293,12102,44279,30011,0,86395,9441,46321,18521,86395
20-04-2021,Dadra and Nagar Haveli and Daman and Diu,74768,5900,59,74768,12311,44608,30157,0,87079,9507,46682,18569,87079
21-04-2021,Dadra and Nagar Haveli and Daman and Diu,75414,6700,67,75414,12677,44982,30429,0,88091,9600,47110,18694,88091
22-04-2021,Dadra and Nagar Haveli and Daman and Diu,76124,6000,60,76124,13062,45412,30709,0,89186,9756,47553,18804,89186
23-04-2021,Dadra and Nagar Haveli and Daman and Diu,76716,5400,54,76716,13385,45761,30952,0,90101,9866,47974,18865,90101
24-04-2021,Dadra and Nagar Haveli and Daman and Diu,76905,5300,53,76905,13545,45864,31038,0,90450,9887,48106,18901,90450
25-04-2021,Dadra and Nagar Haveli and Daman and Diu,77374,6550,65,77374,14034,46148,31223,0,91408,9953,48427,18983,91408
26-04-2021,Dadra and Nagar Haveli and Daman and Diu,77814,6400,63,77814,14486,46398,31413,0,92300,12030,46694,19079,92300
27-04-2021,Dadra and Nagar Haveli and Daman and Diu,78216,5400,54,78216,14973,46624,31589,0,93189,12114,46935,19156,93189
28-04-2021,Dadra and Nagar Haveli and Daman and Diu,78680,6200,62,78680,15468,46889,31788,0,94148,12219,47201,19251,94148
29-04-2021,Dadra and Nagar Haveli and Daman and Diu,78893,7850,70,78893,15783,47034,31856,0,94676,12259,47323,19301,94676
30-04-2021,Dadra and Nagar Haveli and Daman and Diu,78893,7850,70,78893,15783,47034,31856,0,94676,12259,47323,19301,94676
01-05-2021,Dadra and Nagar Haveli and Daman and Diu,79753,8600,70,79753,16567,47553,32197,0,96320,12550,47784,19407,96320
02-05-2021,Dadra and Nagar Haveli and Daman and Diu,79890,6350,57,79890,16729,47622,32265,0,96619,12508,47941,19433,96619
03-05-2021,Dadra and Nagar Haveli and Daman and Diu,80227,7600,67,80227,17238,47842,32382,0,97465,12629,48117,19473,97465
04-05-2021,Dadra and Nagar Haveli and Daman and Diu,80554,7000,67,80554,17752,48056,32495,0,98306,12770,48258,19518,98306
05-05-2021,Dadra and Nagar Haveli and Daman and Diu,80984,7350,69,80984,18320,48338,32643,0,99304,12925,48465,19586,99304
06-05-2021,Dadra and Nagar Haveli and Daman and Diu,81425,6800,63,81425,19135,48626,32795,0,100560,13100,48670,19646,100560
07-05-2021,Dadra and Nagar Haveli and Daman and Diu,82133,6900,69,82133,20096,49025,33104,0,102229,13361,49017,19746,102229
08-05-2021,Dadra and Nagar Haveli and Daman and Diu,82566,7100,70,82566,20772,49274,33288,0,103338,13503,49236,19818,103338
09-05-2021,Dadra and Nagar Haveli and Daman and Diu,82726,7150,71,82726,21060,49357,33365,0,103786,13546,49323,19847,103786
10-05-2021,Dadra and Nagar Haveli and Daman and Diu,83125,6700,66,83125,21829,49588,33533,0,104954,13671,49527,19916,104954
11-05-2021,Dadra and Nagar Haveli and Daman and Diu,83422,6400,63,83422,22490,49769,33649,0,105912,13771,49680,19959,105912
12-05-2021,Dadra and Nagar Haveli and Daman and Diu,83791,6900,69,83791,22834,49997,33790,0,106625,13878,49878,20023,106625
13-05-2021,Dadra and Nagar Haveli and Daman and Diu,85968,8700,83,85968,23665,51468,34496,0,109633,15740,50138,20077,109633
14-05-2021,Dadra and Nagar Haveli and Daman and Diu,88556,9950,94,88556,24770,53215,35336,0,113326,18047,50359,20136,113326
15-05-2021,Dadra and Nagar Haveli and Daman and Diu,91647,9650,91,91647,25871,55230,36412,0,117518,20819,50633,20180,117518
16-05-2021,Dadra and Nagar Haveli and Daman and Diu,94759,5576,46,94759,25887,57113,37641,0,120646,23749,50786,20209,120646
17-05-2021,Dadra and Nagar Haveli and Daman and Diu,97527,6595,47,97527,25893,58815,38705,0,123420,26348,50932,20229,123420
18-05-2021,Dadra and Nagar Haveli and Daman and Diu,97967,6000,43,97967,25898,59110,38850,0,123865,26772,50945,20232,123865
19-05-2021,Dadra and Nagar Haveli and Daman and Diu,100902,6600,39,100902,25901,61010,39884,0,126803,,,,126803
20-05-2021,Dadra and Nagar Haveli and Daman and Diu,107711,10451,46,107711,25907,65253,42447,0,133618,36282,51132,20266,133618
21-05-2021,Dadra and Nagar Haveli and Daman and Diu,114121,11650,48,114121,25907,69428,44681,0,140028,,,,140028
22-05-2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,0
23-05-2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,0
24-05-2021,Dadra and Nagar Haveli and Daman and Diu,130945,10115,38,130945,25915,80435,50496,0,156860,58787,51755,20356,156860
25-05-2021,Dadra and Nagar Haveli and Daman and Diu,136916,11346,46,136916,25920,84502,52396,0,162836,64541,51947,20380,162836
26-05-2021,Dadra and Nagar Haveli and Daman and Diu,142805,12140,49,142805,25926,88489,54297,0,168731,70187,52154,20410,168731
27-05-2021,Dadra and Nagar Haveli and Daman and Diu,148574,12550,54,148574,25944,92570,55984,0,174518,75619,52453,20446,174518
28-05-2021,Dadra and Nagar Haveli and Daman and Diu,154743,12695,53,154743,25951,97003,57718,0,180694,81367,52832,20483,180694
29-05-2021,Dadra and Nagar Haveli and Daman and Diu,160687,14931,70,160687,25958,101326,59336,0,186645,86902,53188,20532,186645
30-05-2021,Dadra and Nagar Haveli and Daman and Diu,163856,10895,63,163856,25959,103366,60464,0,189815,89891,53349,20549,189815
31-05-2021,Dadra and Nagar Haveli and Daman and Diu,170105,15320,66,170105,25974,107652,62425,0,196079,95810,53646,20580,196079
01-06-2021,Dadra and Nagar Haveli and Daman and Diu,176010,15070,67,176010,25990,111720,64260,0,202000,101347,53971,20617,202000
02-06-2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,0
03-06-2021,Dadra and Nagar Haveli and Daman and Diu,185784,11380,64,185784,26014,118375,67377,0,211798,110451,54548,20697,211798
04-06-2021,Dadra and Nagar Haveli and Daman and Diu,189765,10712,64,189765,26037,121264,68467,0,215802,114126,54808,20742,215802
05-06-2021,Dadra and Nagar Haveli and Daman and Diu,196978,13592,64,196978,26062,126248,70695,0,223040,120965,55118,20796,
06-06-2021,Dadra and Nagar Haveli and Daman and Diu,197457,4090,35,197457,26067,126481,70941,0,223524,121339,55214,20804,223524
07-06-2021,Dadra and Nagar Haveli and Daman and Diu,203171,14890,72,203171,26085,130290,72845,0,229256,126645,55570,20851,229256
08-06-2021,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,
16-01-2021,Delhi,892,91,81,892,0,525,367,33,859,,,,892
17-01-2021,Delhi,1005,288,81,1005,0,603,402,36,969,,,,1005
18-01-2021,Delhi,1366,347,82,1366,0,840,526,46,1320,,,,1366
19-01-2021,Delhi,3041,357,83,3041,0,1837,1204,164,2877,,,,3041
20-01-2021,Delhi,3041,456,84,3041,0,1837,1204,164,2877,,,,3041
21-01-2021,Delhi,5308,528,84,5308,0,2975,2333,264,5044,,,,5308
22-01-2021,Delhi,5331,562,84,5331,0,2994,2337,264,5067,,,,5331
23-01-2021,Delhi,12312,638,84,12312,0,6644,5668,550,11762,,,,12312
24-01-2021,Delhi,12614,648,84,12614,0,6808,5806,558,12056,,,,12614
25-01-2021,Delhi,20373,690,84,20373,0,10941,9432,983,19390,,,,20373
26-01-2021,Delhi,20427,745,88,20427,0,10958,9469,983,19444,,,,20427
27-01-2021,Delhi,27603,859,109,27603,0,14895,12708,1334,26269,,,,27603
28-01-2021,Delhi,35881,961,109,35881,0,19361,16520,1785,34096,,,,35881
29-01-2021,Delhi,35937,1022,109,35937,0,19388,16549,1787,34150,,,,35937
30-01-2021,Delhi,44758,1078,111,44758,0,23969,20789,2174,42584,,,,44758
31-01-2021,Delhi,44840,1119,111,44840,0,24023,20817,2176,42664,,,,44840
01-02-2021,Delhi,52760,1323,183,52760,0,28237,24523,2640,50120,,,,52760
02-02-2021,Delhi,62086,1565,185,62086,0,33295,28791,3869,58217,,,,62086
03-02-2021,Delhi,69462,1800,185,69462,0,37191,32271,4863,64599,,,,69462
04-02-2021,Delhi,78948,2001,186,78948,0,42617,36331,5969,72979,,,,78948
05-02-2021,Delhi,88045,2226,186,88045,0,47686,40359,6990,81055,,,,88045
06-02-2021,Delhi,97492,2335,186,97492,0,53760,43732,7983,89509,,,,97492
07-02-2021,Delhi,97495,2404,186,97495,0,53761,43734,7983,89512,,,,97495
08-02-2021,Delhi,107116,2634,187,107116,0,60642,46474,9413,97703,,,,107116
09-02-2021,Delhi,119917,2884,187,119917,0,70521,49393,11440,108477,,,,119917
10-02-2021,Delhi,134600,3193,259,134600,0,82321,52270,13731,120869,,,,134600
11-02-2021,Delhi,150348,3511,263,150348,0,95078,55255,16941,133407,,,,150348
12-02-2021,Delhi,164976,3832,266,164976,0,106900,58057,19955,145021,,,,164976
13-02-2021,Delhi,178174,4045,266,178174,1967,117328,60826,22509,155665,,,,180141
14-02-2021,Delhi,178176,4153,274,178176,1967,117330,60826,22510,155666,,,,180143
15-02-2021,Delhi,192891,4496,304,192891,4140,128980,63887,25669,167222,,,,197031
16-02-2021,Delhi,207447,4905,311,207447,6826,140385,67026,28598,178849,,,,214273
17-02-2021,Delhi,223511,5293,313,223511,8033,153075,70390,32389,191122,,,,231544
18-02-2021,Delhi,241096,5643,314,241096,11747,168106,72928,38030,203066,,,,252843
19-02-2021,Delhi,270025,6057,318,270025,13604,189330,80618,43994,226031,,,,283629
20-02-2021,Delhi,291137,6263,319,291137,18273,205007,86047,49981,241156,,,,309410
21-02-2021,Delhi,291146,6404,319,291146,18273,205016,86047,49981,241165,,,,309419
22-02-2021,Delhi,312680,6802,325,312680,23864,221784,90810,56177,256503,,,,336544
23-02-2021,Delhi,330559,7190,329,330559,26103,235887,94578,60898,269661,,,,356662
24-02-2021,Delhi,344481,7603,329,344481,30557,246901,97485,64670,279811,,,,375038
25-02-2021,Delhi,357350,7985,330,357350,36121,256955,100290,68484,288866,,,,393471
26-02-2021,Delhi,367699,8089,330,367699,38732,264730,102860,71286,296413,,,,406431
27-02-2021,Delhi,367699,8089,330,367699,38732,264730,102860,71286,296413,,,,406431
28-02-2021,Delhi,367699,8095,330,367699,38732,264730,102860,71286,296413,,,,406431
01-03-2021,Delhi,367699,14383,335,367699,38732,264730,102860,71286,296413,,,,406431
02-03-2021,Delhi,383386,15670,373,383386,44991,275223,108053,75701,307685,,,,428377
03-03-2021,Delhi,394019,16429,428,394019,49823,282017,111891,79096,314923,,,,443842
04-03-2021,Delhi,405213,19900,442,405213,55099,289098,116004,82300,322913,,,,460312
05-03-2021,Delhi,414969,24007,447,414969,60620,295038,119819,85019,329950,,,,475589
06-03-2021,Delhi,426890,25956,471,426890,68264,301985,124793,88221,338669,,,,495154
07-03-2021,Delhi,426957,26327,490,426957,68286,302019,124826,88270,338687,,,,495243
08-03-2021,Delhi,440429,28113,494,440429,75759,310101,130214,91856,348573,,,,516188
09-03-2021,Delhi,480051,53100,453,395281,84770,337074,142863,100014,379958,,,,480051
10-03-2021,Delhi,498624,46205,380,405377,93247,349344,149166,103968,394577,,,,498624
11-03-2021,Delhi,516448,54400,463,415349,101099,361846,154488,108226,408141,,,,516448
12-03-2021,Delhi,535790,46800,388,425063,110727,374607,161069,112680,423028,,,,535790
13-03-2021,Delhi,560366,58300,499,438850,121516,390609,169642,118514,441769,,,,560366
14-03-2021,Delhi,560392,200,2,438862,121530,390621,169656,118514,441795,,,,560392
15-03-2021,Delhi,585854,60300,506,453718,132136,407630,178107,124837,460934,,,,585854
16-03-2021,Delhi,539287,61450,520,539287,143560,370906,168264,137588,545259,244554,211503,83130,682847
17-03-2021,Delhi,731870,47950,387,731870,152935,473623,258086,184514,700291,246868,236904,247984,884805
18-03-2021,Delhi,758842,64550,550,758842,166768,488818,269860,195177,730433,249686,242209,266829,925610
19-03-2021,Delhi,776830,48800,390,776830,177682,498736,277926,202405,752107,251622,246205,278885,954512
20-03-2021,Delhi,810104,64800,548,810104,192567,516701,293229,215262,787409,255046,253617,301322,1002671
21-03-2021,Delhi,811261,900,8,811261,192811,517351,293736,215631,788441,255275,254002,301865,1004072
22-03-2021,Delhi,839942,71300,591,839942,206825,533079,306685,227593,819174,257457,259762,322600,1046767
23-03-2021,Delhi,871370,80200,669,871370,219393,550333,320853,240728,850035,260931,267059,343248,1090763
24-03-2021,Delhi,889115,56425,429,889115,226687,560185,328745,247730,868072,263219,270951,354812,1115802
25-03-2021,Delhi,923806,84625,700,923806,234844,579493,344123,261334,897316,266322,278121,379227,1158650
26-03-2021,Delhi,941076,57955,433,941076,239510,589085,351798,267273,913313,268796,281983,390159,1180586
